PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS50M,2020,43.75,-104.25,6.65,7.05,6.41,6.56,6.25,6.45,5.54,5.65,5.97,6.57,6.47,7.16,6.39
WS50M,2020,43.75,-104.75,7.41,7.78,6.98,6.84,6.67,6.75,5.81,5.99,6.42,7.03,7.27,7.9,6.9
WS50M,2020,43.75,-105.25,7.95,8.2,7.3,6.89,6.8,6.78,5.89,6.05,6.66,7.27,7.85,8.27,7.15
WS50M,2020,43.75,-105.75,8.07,8.16,7.22,6.69,6.61,6.55,5.76,5.81,6.58,7.17,7.91,8.06,7.05
WS50M,2020,43.75,-106.25,8.09,8.02,6.92,6.36,6.13,6.14,5.37,5.34,6.29,6.98,7.81,7.68,6.75
WS50M,2020,43.75,-106.75,8.13,7.89,6.75,6.24,5.69,5.89,5.05,4.9,6.08,6.82,7.66,7.36,6.53
WS50M,2020,43.75,-107.25,7.06,6.89,6.21,5.61,5.7,5.59,5.04,4.88,5.52,5.85,6.72,6.32,5.94
WS50M,2020,43.75,-107.75,6.19,6.09,5.78,5.17,5.64,5.3,4.98,4.74,5.1,5.29,6.08,5.46,5.48
WS50M,2020,43.75,-108.25,6.32,6.2,5.76,5.28,5.42,5.13,4.89,4.53,5.18,5.63,6.31,5.45,5.51
WS50M,2020,43.75,-108.75,7.72,7.55,6.34,5.92,5.37,5.26,5.15,4.86,5.93,6.63,7.37,6.72,6.23
WS50M,2020,43.75,-109.25,8.09,7.67,6.54,5.94,5.25,5.33,4.84,4.58,5.69,7.1,7.44,6.81,6.26
WS50M,2020,43.75,-109.75,6.7,6.28,5.67,5,4.88,4.84,4.37,4.29,4.97,6.18,5.94,5.32,5.37
WS50M,2020,43.75,-110.25,5.36,4.95,4.82,4.18,4.55,4.39,4.09,4.11,4.33,5.16,4.71,4.05,4.56
WS50M,2020,43.75,-110.75,4.98,4.49,4.64,4.04,4.5,4.32,4.17,4.16,4.12,4.77,4.55,3.79,4.38
WS50M,2020,44.25,-104.25,6.61,6.88,6.39,6.51,6.08,6.36,5.32,5.49,5.96,6.52,6.61,6.83,6.29
WS50M,2020,44.25,-104.75,7.13,7.5,6.89,6.84,6.58,6.74,5.63,5.94,6.41,6.94,7.13,7.34,6.75
WS50M,2020,44.25,-105.25,7.35,7.79,7.13,6.89,6.82,6.74,5.72,6.07,6.58,7.11,7.38,7.49,6.92
WS50M,2020,44.25,-105.75,7.25,7.72,7,6.67,6.69,6.39,5.58,5.85,6.45,6.98,7.22,7.21,6.75
WS50M,2020,44.25,-106.25,7.35,7.82,6.75,6.44,6.25,5.96,5.24,5.43,6.25,6.91,7.05,7.15,6.54
WS50M,2020,44.25,-106.75,7.85,7.93,6.65,6.27,5.63,5.62,4.79,4.82,6.04,6.8,7.3,7.14,6.39
WS50M,2020,44.25,-107.25,6.41,6.43,5.9,5.44,5.3,5.2,4.7,4.54,5.27,5.58,6.12,5.69,5.54
WS50M,2020,44.25,-107.75,5.36,5.39,5.37,4.97,5.26,4.9,4.78,4.51,4.89,4.95,5.44,4.78,5.05
WS50M,2020,44.25,-108.25,5.66,5.66,5.46,5.2,5.35,4.79,4.86,4.58,5.15,5.43,5.86,5.15,5.26
WS50M,2020,44.25,-108.75,6.89,6.86,6.11,5.82,5.21,4.75,4.84,4.53,5.58,6.33,6.62,6.35,5.82
WS50M,2020,44.25,-109.25,7.55,7.25,6.15,5.61,4.86,4.79,4.37,3.94,5.23,6.55,7.05,6.7,5.83
WS50M,2020,44.25,-109.75,6.66,6.28,5.63,4.92,4.68,4.68,4.16,3.93,4.82,5.99,6.1,5.51,5.28
WS50M,2020,44.25,-110.25,5.76,5.36,5.23,4.43,4.68,4.63,4.2,4.15,4.55,5.43,5.31,4.54,4.86
WS50M,2020,44.25,-110.75,5.41,4.97,5.16,4.34,4.75,4.68,4.36,4.34,4.45,5.18,5.16,4.36,4.76
WS50M,2020,44.75,-104.25,7.18,7.41,6.83,6.85,6.29,6.58,5.4,5.76,6.44,7.15,7.55,7.61,6.75
WS50M,2020,44.75,-104.75,7.36,7.67,7.03,6.97,6.5,6.73,5.55,5.95,6.62,7.24,7.62,7.54,6.89
WS50M,2020,44.75,-105.25,7.31,7.71,7.08,6.95,6.64,6.63,5.58,6,6.63,7.2,7.45,7.34,6.87
WS50M,2020,44.75,-105.75,7.07,7.58,6.94,6.73,6.56,6.31,5.47,5.83,6.45,7.02,7.04,7.05,6.67
WS50M,2020,44.75,-106.25,6.78,7.45,6.64,6.42,6.29,5.95,5.24,5.55,6.18,6.8,6.43,6.87,6.38
WS50M,2020,44.75,-106.75,7.83,8.21,6.84,6.52,5.85,5.7,4.88,5.17,6.21,7.05,7.21,7.47,6.57
WS50M,2020,44.75,-107.25,7.02,7.18,6.15,5.81,5.21,5.08,4.57,4.6,5.54,6.1,6.62,6.48,5.86
WS50M,2020,44.75,-107.75,6.12,6.11,5.56,5.28,5.02,4.75,4.56,4.4,5.16,5.41,6.16,5.65,5.34
WS50M,2020,44.75,-108.25,5.84,5.74,5.44,5.24,5.17,4.71,4.66,4.47,5.24,5.43,6.1,5.57,5.3
WS50M,2020,44.75,-108.75,5.83,5.81,5.51,5.3,4.83,4.28,4.26,4.06,5.02,5.65,5.53,5.71,5.15
WS50M,2020,44.75,-109.25,7.42,7.24,5.96,5.5,4.51,4.45,4.05,3.59,5.17,6.25,7.02,7.03,5.68
WS50M,2020,44.75,-109.75,6.95,6.62,5.73,5.05,4.51,4.59,3.99,3.6,4.92,6.01,6.59,6.13,5.38
WS50M,2020,44.75,-110.25,6.04,5.63,5.35,4.53,4.58,4.63,4,3.78,4.6,5.5,5.78,5.06,4.95
WS50M,2020,44.75,-110.75,5.41,4.99,5.01,4.23,4.52,4.51,3.98,3.88,4.34,5.06,5.26,4.6,4.65
WS50M_RANGE,2020,41.25,-104.25,18.09,17.62,17.41,14.92,17.56,20.11,12.56,13.76,13.98,18.29,19.28,19.81,20.87
WS50M_RANGE,2020,41.25,-104.75,18.86,17.97,18.53,14.75,17.58,18.43,12.93,13.65,14.07,19.11,19.69,20.41,21.25
WS50M_RANGE,2020,41.25,-105.25,17.88,16.66,18.44,14.35,17.02,15.84,12.48,13.28,14.34,19.78,19.1,20.4,21.25
WS50M_RANGE,2020,41.25,-105.75,14.55,14.18,16.43,13.32,15.46,13.38,11.27,12.73,14.27,19.27,17.4,18.38,19.89
WS50M_RANGE,2020,41.25,-106.25,10.56,12.63,12.89,11.3,13.05,12.53,10.5,12.05,12.85,16.23,14.48,13.92,16.55
WS50M_RANGE,2020,41.25,-106.75,11.27,12.01,11.44,11.57,13.31,14.16,11.69,12.35,14.51,15.68,14.31,13.26,15.89
WS50M_RANGE,2020,41.25,-107.25,13.44,13.73,12.71,13.05,15.39,16.85,13.92,13.14,17.91,16.4,16.06,15.5,18.3
WS50M_RANGE,2020,41.25,-107.75,15.12,15.56,13.96,14.01,16.42,18.2,15.06,14.19,20.99,17.14,17.48,18.2,21.09
WS50M_RANGE,2020,41.25,-108.25,15.92,16.8,14.27,14.15,15.84,17.89,14.66,15.17,22.99,17.4,17.86,19.9,23.12
WS50M_RANGE,2020,41.25,-108.75,17,18.23,14.56,14.61,15.33,17.74,13.9,15.66,24.48,17.45,18.07,20.07,24.76
WS50M_RANGE,2020,41.25,-109.25,16.85,17.72,14.27,14.42,15.9,17.05,12.95,14.72,23.61,16.73,18.09,19.4,24.12
WS50M_RANGE,2020,41.25,-109.75,16.26,17.52,13.9,14.24,15.69,15.29,12.1,14.14,20.46,16.2,17.51,18.59,20.95
WS50M_RANGE,2020,41.25,-110.25,15.26,16.76,13.32,13.84,14.62,13.75,11.36,13.62,18.37,15.17,16.15,17.51,18.68
WS50M_RANGE,2020,41.25,-110.75,13.67,15.21,12.8,13.01,12.9,12.92,10.56,12.63,17.8,13.47,14.37,15.99,17.95
WS50M_RANGE,2020,41.75,-104.25,17.63,16.97,17.82,14.96,17.07,20.44,13.01,13.47,14.91,17.4,17.74,19.84,21.01
WS50M_RANGE,2020,41.75,-104.75,18.69,17.55,18.43,14.67,17.39,18.94,13.27,14.06,15.71,18.62,18.8,20.73,21.57
WS50M_RANGE,2020,41.75,-105.25,18.93,17.24,18.61,14.81,17.47,16.58,13.61,14.74,16.82,19.93,19.9,21.93,22.65
WS50M_RANGE,2020,41.75,-105.75,17.36,16.24,17.64,14.78,16.75,14.55,13.72,15.23,17.24,20.28,20.19,21.52,22.66
WS50M_RANGE,2020,41.75,-106.25,14.21,15.18,14.55,13.29,14.55,14.68,13.34,14.91,15.45,18.07,17.54,17.13,18.76
WS50M_RANGE,2020,41.75,-106.75,14.29,15.34,13.55,13.59,16.58,16.95,14.45,15.54,16.82,17.43,17.2,16.37,18.12
WS50M_RANGE,2020,41.75,-107.25,15.05,15.92,14.01,14.23,17.74,18.49,15.28,16.14,19.37,17.65,17.56,17.49,19.75
WS50M_RANGE,2020,41.75,-107.75,15.87,16.81,14.49,14.64,17.34,18.6,15.19,16.78,21.77,18.07,17.97,18.93,21.92
WS50M_RANGE,2020,41.75,-108.25,16.53,17.78,14.59,14.87,15.94,17.82,14.46,17.38,23.46,18.43,18.08,19.86,23.67
WS50M_RANGE,2020,41.75,-108.75,17.29,18.54,14.97,15.52,15.42,17.92,14.3,17.66,24.56,18.91,17.84,20.12,24.8
WS50M_RANGE,2020,41.75,-109.25,17.14,17.28,14.98,15.06,14.88,16.36,13.88,16.71,24.21,18.01,17.86,19.52,24.41
WS50M_RANGE,2020,41.75,-109.75,16.89,17.1,14.71,14.84,14.46,14.85,13.01,16,21.64,17.3,17.57,19.03,21.82
WS50M_RANGE,2020,41.75,-110.25,16.02,17.04,14.16,14.51,13.69,13.69,11.99,15.02,19.14,16.2,16.46,18.07,19.34
WS50M_RANGE,2020,41.75,-110.75,14.36,16.46,13.57,13.97,12.59,12.86,11.06,13.57,17.62,14.58,14.73,16.64,17.91
WS50M_RANGE,2020,42.25,-104.25,17.9,16.62,18.18,15.04,16.56,20.62,14.27,13.42,15.06,16.65,16.5,20.51,21.35
WS50M_RANGE,2020,42.25,-104.75,19.09,17.33,17.96,14.83,16.9,18.43,14.28,14.29,16.06,17.78,17.69,20.5,21.3
WS50M_RANGE,2020,42.25,-105.25,19.63,18.18,18.05,15.13,17.17,16.31,14.9,15.08,17.5,19.22,19.67,21.7,22.54
WS50M_RANGE,2020,42.25,-105.75,19.09,18.59,17.8,15.37,16.91,15.61,15.65,15.85,18.25,19.98,21.16,22.59,23.59
WS50M_RANGE,2020,42.25,-106.25,17.7,18.15,15.49,14.23,15.02,16.55,15.43,17.21,16.4,18.34,19,19.1,20.05
WS50M_RANGE,2020,42.25,-106.75,16.35,17.55,15.03,14.11,17.43,17.95,15.51,17.65,16.21,17.47,18.03,17.65,18.96
WS50M_RANGE,2020,42.25,-107.25,15.94,17.75,15.32,14.55,18.36,18.31,15.28,17.88,17.81,17.2,17.48,17.54,19.2
WS50M_RANGE,2020,42.25,-107.75,15.89,18.13,15.48,14.92,17.72,17.96,14.68,17.82,19.35,17.1,17.43,17.73,19.86
WS50M_RANGE,2020,42.25,-108.25,15.77,18.38,15.46,15.06,16.18,17.28,14.06,17.58,20.2,17.18,17.62,17.83,20.52
WS50M_RANGE,2020,42.25,-108.75,15.33,18.48,16.07,15.27,15.09,16.75,14.18,17.43,20.97,17.89,17.46,18.18,21.28
WS50M_RANGE,2020,42.25,-109.25,15.21,17.57,14.44,14.38,14.23,15.54,13.29,16.21,22.07,17.01,16.33,17.56,22.18
WS50M_RANGE,2020,42.25,-109.75,15.01,16.09,13.69,13.86,13.9,14.55,12.39,15.16,20.06,16.25,15.94,16.96,20.14
WS50M_RANGE,2020,42.25,-110.25,13.79,15.14,12.39,13.08,12.88,12.94,11.21,13.59,16.5,14.86,14.64,15.48,17.26
WS50M_RANGE,2020,42.25,-110.75,12,14.72,10.86,12.33,11.33,11.14,10.05,11.61,13.3,12.97,12.54,13.63,14.96
WS50M_RANGE,2020,42.75,-104.25,17.34,17.76,18.61,15.29,15.39,20.34,15,12.97,14.53,16.01,16.21,20.58,21.46
WS50M_RANGE,2020,42.75,-104.75,18.07,18.09,18.14,15.05,15.88,17.83,15.17,14.51,15.1,16.85,17.27,19.96,21.09
WS50M_RANGE,2020,42.75,-105.25,18.62,19.25,17.77,15.01,16.29,16.01,15.76,15.2,16.01,18,19.27,20.18,21.64
WS50M_RANGE,2020,42.75,-105.75,18.82,20.38,17.36,14.82,16.26,15.94,16.11,15.09,16.48,18.69,20.92,20.69,22.32
WS50M_RANGE,2020,42.75,-106.25,18.08,19.07,16.05,13.88,15.09,16.96,15.66,16.5,15.1,17.37,19.12,18.49,20.07
WS50M_RANGE,2020,42.75,-106.75,16.65,18.19,16.06,14,16.41,17.16,15.26,16,15.02,16.81,18.32,17.87,19.07
WS50M_RANGE,2020,42.75,-107.25,16.18,18.5,16.14,14.44,17.4,17.17,14.87,15.82,15.72,16.21,17.55,17.68,18.98
WS50M_RANGE,2020,42.75,-107.75,15.59,18.14,15.62,14.66,17.19,16.9,14.14,15.56,15.95,15.43,17.03,16.82,18.42
WS50M_RANGE,2020,42.75,-108.25,15.03,17.19,15.19,14.66,15.77,16.32,13.31,15.17,15.72,15.32,17.1,15.65,17.72
WS50M_RANGE,2020,42.75,-108.75,15.79,17.7,16.88,14.93,13.97,15.36,13.16,14.98,16.27,17.7,18.26,16.06,18.96
WS50M_RANGE,2020,42.75,-109.25,13.92,17.15,14.83,13.93,13.23,14.32,12.6,14.34,17.81,16.76,16.35,15.79,19.22
WS50M_RANGE,2020,42.75,-109.75,12.65,14.78,12.43,12.62,12.76,12.94,11.51,13.05,17.22,14.86,14.47,14.43,17.7
WS50M_RANGE,2020,42.75,-110.25,11.37,12.86,10.23,11.39,11.63,11.1,10.19,11.38,14.09,12.75,12.38,12.45,14.98
WS50M_RANGE,2020,42.75,-110.75,10.38,12.07,8.99,10.61,10.11,9.46,8.98,9.64,10.23,10.98,10.64,10.85,12.33
WS50M_RANGE,2020,43.25,-104.25,17.57,17.25,18.67,15.85,14.58,18.34,13.59,13.15,14.54,16.24,16.07,20.35,21.07
WS50M_RANGE,2020,43.25,-104.75,17.89,17.8,18.47,15.35,14.81,16.64,14.68,14.73,14.63,16.15,16.81,20.44,21.29
WS50M_RANGE,2020,43.25,-105.25,17.92,18.53,17.84,14.69,14.98,15.6,15.58,15.68,14.32,16.24,18.01,19.85,21.23
WS50M_RANGE,2020,43.25,-105.75,17.66,19,16.9,14.22,14.95,15.57,15.55,15.57,13.77,16.33,19.04,18.94,20.7
WS50M_RANGE,2020,43.25,-106.25,15.68,17.38,15.72,14.52,14.5,15.91,15.24,15.44,13.32,15.78,18.34,17.5,18.76
WS50M_RANGE,2020,43.25,-106.75,15.76,17.34,16.18,14.26,15.56,15.82,14.78,13.6,14.2,15.9,18.36,17.76,18.69
WS50M_RANGE,2020,43.25,-107.25,16.18,18.29,16.01,13.9,16.07,15.92,14.06,13.02,14.08,15.04,17.75,17.9,18.94
WS50M_RANGE,2020,43.25,-107.75,16.04,17.55,15.42,13.49,15.83,15.91,13.23,13.13,13.39,13.94,16.82,17,18.14
WS50M_RANGE,2020,43.25,-108.25,15.78,15.65,15.32,13.4,14.9,15.4,12.46,13.14,13.08,14.13,16.46,15.47,17.01
WS50M_RANGE,2020,43.25,-108.75,17.18,16.34,17.31,14.34,13.66,13.92,12,12.1,14.57,17.96,18.12,15.03,18.4
WS50M_RANGE,2020,43.25,-109.25,14.04,16.33,15.61,13.69,12.79,12.71,11.67,12.28,14.22,17.23,17.16,15.46,17.58
WS50M_RANGE,2020,43.25,-109.75,11.57,13.88,12.1,11.85,11.56,11.09,10.37,11,14.09,14.05,13.66,12.87,15.49
WS50M_RANGE,2020,43.25,-110.25,10.12,11.43,9.59,10.33,10.69,9.6,9.09,9.69,12.95,11.36,10.75,10.36,13.24
WS50M_RANGE,2020,43.25,-110.75,9.96,10.41,9.31,9.78,10.64,8.95,8.47,9.01,11.24,10.43,10,9.66,11.87
WS50M_RANGE,2020,43.75,-104.25,16.8,15.62,17.87,16.03,14.05,15.58,12.03,12.46,13.98,16.58,15.48,19.68,20.11
WS50M_RANGE,2020,43.75,-104.75,17.81,16.46,18.85,16.05,14.21,15.72,13.67,14.44,14.48,16.51,16.3,21.03,21.45
WS50M_RANGE,2020,43.75,-105.25,17.98,17.06,18.85,15.24,14.35,15.86,15.06,15.85,13.92,15.86,16.7,20.96,21.66
WS50M_RANGE,2020,43.75,-105.75,17.25,17.27,17.69,14.4,14.42,15.72,15.44,16.08,12.76,15.03,16.75,19.95,20.86
WS50M_RANGE,2020,43.75,-106.25,15.47,16.45,16.04,15.07,14.01,15.35,14.42,15.61,12.22,14.52,16.59,19.16,19.46
WS50M_RANGE,2020,43.75,-106.75,14.87,14.8,15.67,13.45,14.15,14.77,13.3,12.92,12.46,14.75,16.84,16.97,17.68
WS50M_RANGE,2020,43.75,-107.25,15.35,15.72,15.56,12.62,14.86,14.56,12.83,12.1,12.18,14.04,16.72,16.68,17.32
WS50M_RANGE,2020,43.75,-107.75,16.3,15.53,15.74,12.29,15.39,14.52,12.45,12.58,11.94,13.31,16.36,17.07,17.47
WS50M_RANGE,2020,43.75,-108.25,17.11,14.51,16.29,12.45,15.41,14.19,11.98,13.11,12.41,13.79,16.32,17.1,17.72
WS50M_RANGE,2020,43.75,-108.75,17.14,16.98,17.45,13.34,14.97,12.89,11.6,11.71,14.36,17.05,17.61,15.9,18.17
WS50M_RANGE,2020,43.75,-109.25,13.95,17.51,15.68,12.63,12.93,11.49,11.12,11.38,13.18,16.61,17.52,16.13,18.03
WS50M_RANGE,2020,43.75,-109.75,11.43,14.53,12.85,10.93,11.47,10.39,9.85,10.4,12.13,13.87,13.72,12.49,14.82
WS50M_RANGE,2020,43.75,-110.25,10,11.6,10.59,9.79,11.18,9.67,8.94,9.73,12.03,11.73,10.6,9.71,12.74
